headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes,en_ref
生動,生き生きとした,ㄕㄥ ㄉㄨㄥˋ,shēngdòng,状態動詞(形容詞),5,common,ai,word,,,"(of descriptions, writing etc) vivid; lively"
生活,生活/生活する / 生活する/暮らし,ㄕㄥ ㄏㄨㄛˊ / ㄕㄥ ㄏㄨㄛˊ,shēnghuó / shēnghuó,自動詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to live; life; livelihood
生命,生命/命,ㄕㄥ ㄇㄧㄥˋ,shēngmìng,名詞,5,common,ai,word,,,"life (as the characteristic of living beings); living being; creature (CL:個|个[ge4],條|条[tiao2])"
生字,新しい単語,ㄕㄥ ㄗˋ,shēngzì,名詞,5,common,ai,word,,,new character (in textbook); character that is unfamiliar or not yet studied
深入,深く入り込む/徹底的な,ㄕㄣ ㄖㄨˋ / ㄕㄣ ㄖㄨˋ,shēnrù / shēnrù,状態動詞(形容詞),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to penetrate deeply; thorough
身上,身につけている/手元に,ㄕㄣ ㄕㄤˋ,shēnshàng,名詞,5,common,ai,word,,,on the body; at hand; among
省,節約する/省く/省,ㄕㄥˇ / ㄕㄥˇ / ㄕㄥˇ,shěng / shěng / shěng,状態動詞/状態動詞(形容詞)/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to save; to economize; to be frugal; to omit; to delete; to leave out; province ‖ (bound form) to scrutinize
省錢,節約する,ㄕㄥˇ ㄑㄧㄢˊ,shěngqián,Vs-sep,5,common,ai,word,,,to save money
剩,残る,ㄕㄥˋ,shèng,状態動詞,5,common,ai,word,,,to remain; to be left; to have as remainder
剩下,残る/余る,ㄕㄥˋ ㄒㄧㄚˋ,shèngxià,変化動詞,5,common,ai,word,,,to remain; to be left over
甚至,〜でさえ/さらに,ㄕㄣˋ ㄓˋ,shènzhì,副詞,5,common,ai,word,,,even; so much so that
收穫,収穫/成果,ㄕㄡ ㄏㄨㄛˋ,shōuhuò,名詞,5,common,ai,word,,,to harvest; to reap; to gain
收音機,ラジオ,ㄕㄡ ㄧㄣ ㄐㄧ,shōuyīnjī,名詞,5,common,ai,word,,,radio; CL:臺|台[tai2]
熟悉,精通している/よく知る,shㄛ˙úㄒㄧ,shoúxī,状態動詞,5,common,ai,word,,,to be familiar with; to know well
手續,手続き/手順,ㄕㄡˇ ㄒㄩˋ,shǒuxù,名詞,5,common,ai,word,,,"procedure; CL:道[dao4],個|个[ge4]; formalities"
首,頭/首/最初の,ㄕㄡˇ / ㄕㄡˇ,shǒu / shǒu,量詞/限定詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,"head; chief; first (occasion, thing etc)"
受得了,耐えられる,ㄕㄡˋ ˙ㄉㄜ ˙ㄌㄧㄠ,shòudeliao,状態動詞,5,common,ai,word,,,to put up with; to endure
受傷,負傷する,ㄕㄡˋ ㄕㄤ,shòushāng,Vp-sep,5,common,ai,word,,,to sustain injuries; wounded (in an accident etc); harmed
輸,負ける/輸送する/寄付する,ㄕㄨ,shū,変化動詞,5,common,ai,word,,,to lose; to be beaten; (bound form) to transport; (literary) to donate; to contribute
蔬菜,野菜,ㄕㄨ ㄘㄞˋ,shūcài,名詞,5,common,ai,word,,,vegetables; CL:種|种[zhong3]
舒適,快適な,ㄕㄨ ㄕˋ,shūshì,状態動詞(形容詞),5,common,ai,word,,,cozy; snug
數,数える/数,ㄕㄨˇ / ㄕㄨˋ,shǔ / shù,動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to count; to count as; to regard as; to enumerate; to list ‖ number; figure
數字,数字,ㄕㄨˋ ㄗˋ,shùzì,名詞,5,common,ai,word,,,numeral; digit; number
雙,〜足/〜組(ペアの量詞) / 二つの/一対の,ㄕㄨㄤ / ㄕㄨㄤ,shuāng / shuāng,状態動詞(連体用),3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,two; double; pair
刷牙,歯を磨く,ㄕㄨㄚ ㄧㄚˊ,shuāyá,離合動詞,5,common,ai,word,,,to brush one's teeth
水餃,水餃子,ㄕㄨㄟˇ ㄐㄧㄠˇ,shuǐjiǎo,名詞,5,common,ai,word,,,"boiled dumpling (made by wrapping a pasta skin around a filling, like ravioli)"
水平,水準/レベル,ㄕㄨㄟˇ ㄆㄧㄥˊ,shuǐpíng,名詞,5,common,ai,word,,,level (of achievement etc); standard; horizontal
睡著,眠りにつく,ㄕㄨㄟˋ ㄓㄠˊ,shuìzháo,変化動詞,5,common,ai,word,,,to fall asleep
水準,水準/レベル,ㄕㄨㄟˇ ㄓㄨㄣˇ,shuǐzhǔn,名詞,5,common,ai,word,,,level (of achievement etc); standard; level (surveying)
順便,ついでに/手軽に,ㄕㄨㄣˋ ㄅㄧㄢˋ,shùnbiàn,副詞,5,common,ai,word,,,conveniently; in passing; without much extra effort
順利,順調な/うまくいく,ㄕㄨㄣˋ ㄌㄧˋ,shùnlì,状態動詞(形容詞),5,common,ai,word,,,smoothly; without a hitch
說法,言い分/説,ㄕㄨㄛ ㄈㄚˇ,shuōfǎ,名詞,5,common,ai,word,,,to expound Buddhist teachings ‖ way of speaking
說明,説明/解説する,ㄕㄨㄛ ㄇㄧㄥˊ,shuōmíng,名詞/動詞,5,common,ai,word,,,to explain; to illustrate; to indicate
說起來,考えてみると,ㄕㄨㄛ ㄑㄧˇ ㄌㄞˊ,shuōqǐlái,副詞,5,common,ai,word,,,
思考,深く考える/熟考する,ㄙ ㄎㄠˇ,sīkǎo,動詞,5,common,ai,word,,,to reflect on; to ponder over
思想,思想/考え,ㄙ ㄒㄧㄤˇ,sīxiǎng,名詞,5,common,ai,word,,,thought; thinking; idea
似乎,～のようだ/どうやら,ㄙˋ ㄏㄨ,sìhū/sì,副詞,5,common,ai,word,,原表記: 似乎/似,it seems; seemingly; as if
寺廟,寺院/お寺,ㄙˋ ㄇㄧㄠˋ,sìmiào,名詞,5,common,ai,word,,,temple; monastery; shrine
算了,もういい/やめにする,ㄙㄨㄢˋ ˙ㄌㄜ,suànle,状態動詞(形容詞),5,common,ai,word,,,let it be; let it pass; forget about it
隨便,自由な/勝手な,ㄙㄨㄟˊ ㄅㄧㄢˋ,suíbiàn,状態動詞(形容詞),5,common,ai,word,,,as one wishes; as one pleases; at random
隨時,いつでも,ㄙㄨㄟˊ ㄕˊ,suíshí,副詞,5,common,ai,word,,,at any time; at all times; at the right time; whenever necessary
所,場所/箇所,ㄙㄨㄛˇ,suǒ,量詞/助詞,5,common,ai,word,,,"actually; place; classifier for houses, small buildings, institutions etc"
所謂,いわゆる,ㄙㄨㄛˇ ㄨㄟˋ,suǒwèi,状態動詞(連体用),5,common,ai,word,,,what is meant by the expression ...; what is referred to as ...; (derog.) so-called
抬,持ち上げる/運ぶ,ㄊㄞˊ,tái,動詞,5,common,ai,word,,,to lift; to raise; (of two or more persons) to carry
態度,態度/姿勢,ㄊㄞˋ ㄉㄨˋ,tàidù,名詞,5,common,ai,word,,,manner; bearing; attitude
堂,広間/ホール,ㄊㄤˊ,táng,名詞/量詞,5,common,ai,word,,,(main) hall; large room for a specific purpose; CL:間|间[jian1]
躺,横たわる/寝る,ㄊㄤˇ,tǎng,動詞,5,common,ai,word,,,to recline; to lie down
談話,対話/話し合い,ㄊㄢˊ ㄏㄨㄚˋ,tánhuà,離合動詞,5,common,ai,word,,,to talk (with sb); to have a conversation; talk
討厭,嫌う/不快な,ㄊㄠˇ ㄧㄢˋ,tǎoyàn,状態動詞,5,common,ai,word,,,to dislike; to loathe; disagreeable
特地,わざわざ,ㄊㄜˋ ㄉㄧˋ,tèdì,副詞,5,common,ai,word,,,specially; for a special purpose
特色,特色/持ち味,ㄊㄜˋ ㄙㄜˋ,tèsè,名詞,5,common,ai,word,,,characteristic; distinguishing feature or quality
特殊,特別な/特殊な,ㄊㄜˋ ㄕㄨ,tèshū,状態動詞(形容詞),5,common,ai,word,,,special; particular; unusual
田,畑/田んぼ,ㄊㄧㄢˊ,tián,名詞,5,common,ai,word,,,field; farm; CL:片[pian4]
填,埋める/記入する,ㄊㄧㄢˊ,tián,動詞,5,common,ai,word,,,to fill or stuff; (of a form etc) to fill in
天堂,天国/楽園,ㄊㄧㄢ ㄊㄤˊ,tiāntáng,名詞,5,common,ai,word,,,paradise; heaven
天天,毎日,ㄊㄧㄢ ㄊㄧㄢ,tiāntiān,副詞,5,common,ai,word,,,every day
天下,世界/天下,ㄊㄧㄢ ㄒㄧㄚˋ,tiānxià,名詞,5,common,ai,word,,,land under heaven; the whole world; the whole of China
條件,条件/前提,ㄊㄧㄠˊ ㄐㄧㄢˋ,tiáojiàn,名詞,5,common,ai,word,,,condition; circumstance; term; factor; requirement; prerequisite; qualification; situation; state; condition
挑戰,挑む/挑戦,ㄊㄧㄠˇ ㄓㄢˋ / ㄊㄧㄠˇ ㄓㄢˋ,tiǎozhàn / tiǎozhàn,動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to challenge; challenge
題材,題材/テーマ,ㄊㄧˊ ㄘㄞˊ,tícái,名詞,5,common,ai,word,,,subject matter
提到,言及する/触れる,ㄊㄧˊ ㄉㄠˋ,tídào,変化動詞,5,common,ai,word,,,to mention; to raise (a subject); to refer to
提高,高める/向上させる,ㄊㄧˊ ㄍㄠ,tígāo,動詞,5,common,ai,word,,,to raise; to increase; to improve
提供,提供する/供給する,ㄊㄧˊ ㄍㄨㄥ,tígōng,動詞,5,common,ai,word,,,to offer; to supply; to provide
體會,体得する/実感する,ㄊㄧˇ ㄏㄨㄟˋ,tǐhuì,状態動詞,5,common,ai,word,,,to know from experience; to learn through experience; to realize
體力,体力,ㄊㄧˇ ㄌㄧˋ,tǐlì,名詞,5,common,ai,word,,,physical strength; physical power
體貼,思いやりのある,ㄊㄧˇ ㄊㄧㄝ,tǐtiē,状態動詞,5,common,ai,word,,,considerate (of other people's needs)
體重,体重,ㄊㄧˇ ㄓㄨㄥˋ,tǐzhòng,名詞,5,common,ai,word,,,body weight
貼,貼る,ㄊㄧㄝ,tiē,動詞,5,common,ai,word,,,to stick; to paste; to post (e.g. on a blog)
鐵,鉄,ㄊㄧㄝˇ,tiě,名詞,5,common,ai,word,,,iron (metal); arms; weapons
鐵路,鉄道,ㄊㄧㄝˇ ㄌㄨˋ,tiělù,名詞,5,common,ai,word,,,railroad; railway; CL:條|条[tiao2]
聽力,聴解力/聞き取り,ㄊㄧㄥ ㄌㄧˋ,tīnglì,名詞,5,common,ai,word,,,hearing; listening ability
聽起來,～に聞こえる,ㄊㄧㄥ ㄑㄧˇ ㄌㄞˊ,tīngqǐlái,副詞,5,common,ai,word,,,to sound like
聽眾,聴衆/聞き手,ㄊㄧㄥ ㄓㄨㄥˋ,tīngzhòng,名詞,5,common,ai,word,,,audience; listeners
挺,かなり/まっすぐな,ㄊㄧㄥˇ / ㄊㄧㄥˇ,tǐng / tǐng,副詞/動詞/状態動詞(形容詞),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,straight; erect; to stick out (a part of the body)
通,通じる/精通する,ㄊㄨㄥ / ㄊㄨㄥ / ㄊㄨㄥ,tōng / tōng / tōng,状態動詞(述語用)/量詞/状態動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,"to go through; to know well; (suffix) expert ‖ classifier for an activity, taken in its"
通過,通過する/合格する,ㄊㄨㄥ ㄍㄨㄛˋ / ㄊㄨㄥ ㄍㄨㄛˋ,tōngguò / tōngguò,変化動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to pass through; to get through; to adopt (a resolution); to pass (legislation); to pass (a test)
通知,通知する/知らせ,ㄊㄨㄥ ㄓ,tōngzhī,動詞/名詞,5,common,ai,word,,,to notify; to inform; notice
同,同じ/同様の,ㄊㄨㄥˊ / ㄊㄨㄥˊ,tóng / tóng,限定詞/介詞(前置詞)/副詞/状態動詞(形容詞),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,like; same; similar
同情,同情する,ㄊㄨㄥˊ ㄑㄧㄥˊ,tóngqíng,状態動詞,5,common,ai,word,,,to sympathize with; sympathy
同事,同僚,ㄊㄨㄥˊ ㄕˋ,tóngshì,名詞,5,common,ai,word,,,colleague; co-worker
痛苦,苦痛/つらい,ㄊㄨㄥˋ ㄎㄨˇ,tòngkǔ,状態動詞(形容詞),5,common,ai,word,,,pain; suffering; painful
頭,頭 / 頭/髪型/先端/頭部,ㄊㄡˊ / ㄊㄡˊ / ㄊㄡˊ,tóu / tóu / tóu,限定詞/量詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,head; hair style; the top ‖ suffix for nouns
投,投げる/投票する/向ける,ㄊㄡˊ,tóu,動詞,5,common,ai,word,,,"to throw (sth in a specific direction: ball, javelin, grenade etc); to cast (a ballot); to cast (a glance, a shadow etc)"
土,土/トゥ族,ㄊㄨˇ,tǔ,名詞,5,common,ai,word,,,Tu (ethnic group); surname Tu ‖ earth
團體,団体/組織/グループ,ㄊㄨㄢˊ ㄊㄧˇ,tuántǐ,名詞,5,common,ai,word,,,group; organization; team
團圓,再会する,ㄊㄨㄢˊ ㄩㄢˊ,tuányuán,状態動詞(形容詞),5,common,ai,word,,,to have a reunion
土地,土地/土壌/領土,ㄊㄨˇ ㄉㄧˋ,tǔdì,名詞,5,common,ai,word,,,land; soil; territory ‖ local god
推,押す/断る,ㄊㄨㄟ,tuī,動詞,5,common,ai,word,,,to push; to cut; to refuse
推薦,推薦する,ㄊㄨㄟ ㄐㄧㄢˋ,tuījiàn,動詞,5,common,ai,word,,,to recommend; recommendation
推銷,売り込む/販売促進する,ㄊㄨㄟ ㄒㄧㄠ,tuīxiāo,動詞,5,common,ai,word,,,to market; to sell
退步,後退する/譲歩する,ㄊㄨㄟˋ ㄅㄨˋ,tuìbù,変化動詞,5,common,ai,word,,,to do less well than before; to make a concession; setback
退休,退職する,ㄊㄨㄟˋ ㄒㄧㄡ,tuìxiū,変化動詞,5,common,ai,word,,,to retire (from the workforce); to go into retirement
突然,突然の,ㄊㄨˊ ㄖㄢˊ,túrán,副詞,5,common,ai,word,,,sudden; abrupt; unexpected
兔,ウサギ,ㄊㄨˋ(ㄗ˙),tù(zi),名詞,5,common,ai,word,,原表記: 兔(子),rabbit
外邊,外側/海外,ㄨㄞˋ ㄅㄧㄢ,wàibiān,名詞,5,common,ai,word,,,outside; outer surface; abroad
外文,外国語（書き言葉）,ㄨㄞˋ ㄨㄣˊ,wàiwén,名詞,5,common,ai,word,,,foreign language (written)
外語,外国語,ㄨㄞˋ ㄩˇ,wàiyǔ,名詞,5,common,ai,word,,,foreign language; CL:門|门[men2]
外祖父,母方の祖父,ㄨㄞˋ ㄗㄨˇ ㄈㄨˋ,wàizǔfù,名詞,5,common,ai,word,,,maternal grandfather (i.e. mother's father)
外祖母,母方の祖母,ㄨㄞˋ ㄗㄨˇ ㄇㄨˇ,wàizǔmǔ,名詞,5,common,ai,word,,,mother's mother; maternal grandmother
完成,完成させる/やり遂げる,ㄨㄢˊ ㄔㄥˊ,wánchéng,変化動詞,5,common,ai,word,,,to complete; to accomplish
玩具,おもちゃ,ㄨㄢˊ ㄐㄩˋ,wánjù,名詞,5,common,ai,word,,,plaything; toy
晚,遅い/夜 / 夜/遅い,ㄨㄢˇ / ㄨㄢˇ,wǎn / wǎn,状態動詞(形容詞),2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,evening; night; late
萬一,万が一,ㄨㄢˋ ㄧ,wànyī,副詞,5,common,ai,word,,,just in case; if by any chance; contingency
網,網/ネットワーク,ㄨㄤˇ,wǎng,名詞,5,common,ai,word,,,net; network
往往,いつも/往々にして,ㄨㄤˇ ㄨㄤˇ,wǎngwǎng,副詞,5,common,ai,word,,,usually; in many cases; more often than not
娃娃,赤ん坊/人形,ㄨㄚˊ ˙ㄨㄚ,wáwa,名詞,5,common,ai,word,,原表記: 娃娃(˙ㄨㄚ),baby; small child; doll
維持,維持する/保つ,ㄨㄟˊ ㄔˊ,wéichí,動詞,5,common,ai,word,,,to keep; to maintain; to preserve
微笑,微笑む,ㄨㄟˊ ㄒㄧㄠˋ,wéixiào,自動詞,5,common,ai,word,,,"smile; CL:個|个[ge4],絲|丝[si1]; to smile"
偉大,偉大な/壮大な,ㄨㄟˇ ㄉㄚˋ,wěidà,状態動詞(形容詞),5,common,ai,word,,,huge; great; grand; worthy of the greatest admiration; important (contribution etc)
為,～として/～のために,ㄨㄟˋ / ㄨㄟˊ,wèi / wéi,介詞(前置詞)/状態動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,as (in the capacity of); to take sth as; to act as ‖ because of
未來,未来,ㄨㄟˋ ㄌㄞˊ,wèilái,名詞,5,common,ai,word,,,future; tomorrow; CL:個|个[ge4]
位置,位置/場所/座席,ㄨㄟˋ ㄓˋ,wèizhì,名詞,5,common,ai,word,,,position; place; seat
溫度,温度,ㄨㄣ ㄉㄨˋ,wēndù,名詞,5,common,ai,word,,,temperature; CL:個|个[ge4]
溫暖,暖かい,ㄨㄣ ㄋㄨㄢˇ,wēnnuǎn,状態動詞(形容詞),5,common,ai,word,,,warm
溫柔,優しい/穏やかな,ㄨㄣ ㄖㄡˊ,wēnróu,状態動詞(形容詞),5,common,ai,word,,,gentle and soft; tender; sweet (commonly used to describe a girl or woman)
文件,書類/ファイル,ㄨㄣˊ ㄐㄧㄢˋ,wénjiàn,名詞,5,common,ai,word,,,document; file; CL:份[fen4]
文學,文学,ㄨㄣˊ ㄒㄩㄝˊ,wénxué,名詞,5,common,ai,word,,,literature; CL:種|种[zhong3]
文章,文章/記事,ㄨㄣˊ ㄓㄤ,wénzhāng/wén,名詞,5,common,ai,word,,原表記: 文章/文,article; essay; literary works
文字,文字/書記言語,ㄨㄣˊ ㄗˋ,wénzì,名詞,5,common,ai,word,,,character; script; writing
穩定,安定した,ㄨㄣˇ ㄉㄧㄥˋ,wěndìng,状態動詞(形容詞),5,common,ai,word,,,steady; stable; stability
問好,挨拶する,ㄨㄣˋ ㄏㄠˇ,wènhǎo,自動詞,5,common,ai,word,,,to say hello to; to send one's regards to
問候,挨拶する/見舞う,ㄨㄣˋ ㄏㄡˋ,wènhòu,動詞,5,common,ai,word,,,to give one's respects; to send a greeting; (fig.) (coll.) to make offensive reference to (somebody dear to the person t
握手,握手する,ㄨㄛˋ ㄕㄡˇ,wòshǒu,離合動詞,5,common,ai,word,,,to shake hands
無,ない/無,ㄨˊ,wú,状態動詞(連体用),5,common,ai,word,,,not to have; no; none
無法,～できない,ㄨˊ ㄈㄚˇ,wúfǎ,副詞,5,common,ai,word,,,unable to; incapable of
無論如何,いずれにせよ/何としても,ㄨˊ ㄌㄨㄣˋ ㄖㄨˊ ㄏㄜˊ,wúlùnrúhé,接続詞,5,common,ai,word,,,
無窮,無限の/果てしない,ㄨˊ ㄑㄩㄥˊ,wúqióng,状態動詞(形容詞),5,common,ai,word,,,endless; boundless; inexhaustible
無所謂,構わない/どうでもいい,ㄨˊ ㄙㄨㄛˇ ㄨㄟˋ,wúsuǒwèi,状態動詞(形容詞),5,common,ai,word,,,to be indifferent; not to matter; cannot be said to be
誤會,誤解する/誤解,ㄨˋ ㄏㄨㄟˋ / ㄨˋ ㄏㄨㄟˋ,wùhuì / wùhuì,名詞/状態動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to misunderstand; to mistake; misunderstanding
物價,物価,ㄨˋ ㄐㄧㄚˋ,wùjià,名詞,5,common,ai,word,,,(commodity) prices; CL:個|个[ge4]
西北,中国北西部/北西,ㄒㄧ ㄅㄟˇ,xīběi,名詞,5,common,ai,word,,,"Northwest China (Shaanxi, Gansu, Qinghai, Ningxia, Xinjiang) ‖ northwest"
西餐,洋食,ㄒㄧ ㄘㄢ,xīcān,名詞,5,common,ai,word,,,"Western-style food; CL:份[fen4],頓|顿[dun4]"
西方,西洋/欧米,ㄒㄧ ㄈㄤ,xīfāng,名詞,5,common,ai,word,,,the West; the Occident; Western countries
西南,南西,ㄒㄧ ㄋㄢˊ,xīnán,名詞,5,common,ai,word,,,southwest
吸毒,薬物を乱用する,ㄒㄧ ㄉㄨˊ,xīdú,離合動詞,5,common,ai,word,,,to take drugs
犧牲,犠牲にする/命を捧げる,ㄒㄧ ㄕㄥ,xīshēng,変化動詞,5,common,ai,word,,,to sacrifice one's life; to sacrifice (sth valued); beast slaughtered as a sacrifice
吸收,吸収する,ㄒㄧ ㄕㄡ,xīshōu,動詞,5,common,ai,word,,,to absorb; to assimilate; to ingest
希望,望む/希望 / 望む/希望,ㄒㄧ ㄨㄤˋ / ㄒㄧ ㄨㄤˋ,xīwàng / xīwàng,名詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to hope; a hope; a wish (CL:個|个[ge4])
吸引,引きつける/魅了する,ㄒㄧ ㄧㄣˇ,xīyǐn,状態動詞,5,common,ai,word,,,to attract; to appeal to; to fascinate
喜愛,好む/愛する,ㄒㄧˇ ㄞˋ,xǐài,状態動詞,5,common,ai,word,,,to like; to love; to be fond of
細,細い/細かい,ㄒㄧˋ,xì,状態動詞(形容詞),5,common,ai,word,,,thin or slender; finely particulate; thin and soft
細心,丁寧な/注意深い,ㄒㄧˋ ㄒㄧㄣ,xìxīn,状態動詞(形容詞),5,common,ai,word,,,meticulous; careful; attentive
戲,芝居/悪ふざけ,ㄒㄧˋ,xì,名詞,5,common,ai,word,,,trick; drama; play
戲劇,演劇/ドラマ,ㄒㄧˋ ㄐㄩˋ,xìjù,名詞,5,common,ai,word,,,a drama; a play; theater; script of a play
系統,システム/体系,ㄒㄧˋ ㄊㄨㄥˇ,xìtǒng,名詞,5,common,ai,word,,,system; CL:個|个[ge4]
下,降りる/下 / 下/下方,ㄒㄧㄚˋ / ㄒㄧㄚˋ,xià / xià,限定詞/量詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,down; downwards; below
嚇,怖がらせる/脅かす,ㄒㄧㄚˋ,xià,状態動詞(述語用),5,common,ai,word,,,to scare; to intimidate; to threaten ‖ to frighten
下來,降りてくる/完了の補語,ㄒㄧㄚˋ ㄌㄞˊ / ㄒㄧㄚˋ ㄌㄞˊ,xiàlái / xiàlái,助詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,"to come down; (completed action marker); (after verb of motion, indicates motion down and towards us, also fig.)"
線,糸/線/ワイヤー,ㄒㄧㄢˋ,xiàn,名詞,5,common,ai,word,,,thread; string; wire
相對,相対的な/向かい合う,ㄒㄧㄤ ㄉㄨㄟˋ,xiāngduì,状態動詞(連体用),5,common,ai,word,,,relatively; opposite; to resist
相反,正反対の,ㄒㄧㄤ ㄈㄢˇ,xiāngfǎn,状態動詞(形容詞),5,common,ai,word,,,opposite; contrary
相關,関連した,ㄒㄧㄤ ㄍㄨㄢ,xiāngguān,状態動詞(形容詞),5,common,ai,word,,,related; relevant; pertinent
相同,同一の/同じ,ㄒㄧㄤ ㄊㄨㄥˊ,xiāngtóng,状態動詞(形容詞),5,common,ai,word,,,identical; same
詳細,詳細な/詳しい,ㄒㄧㄤˊ ㄒㄧˋ,xiángxì,状態動詞(形容詞),5,common,ai,word,,,detailed; in detail; minute
