headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes,en_ref
須,〜すべきだ/必ず,ㄒㄩ,xū,副詞,4,common,ai,word,,,must; to have to; to wait
直接,直接,ㄓˊ ㄐㄧㄝ,zhíjiē,状態動詞(形容詞),4,common,ai,word,,,direct (opposite: indirect 間接|间接[jian4 jie1]); immediate; straightforward
總,いつも/総じて,ㄗㄨㄥˇ,zǒng,副詞,4,common,ai,word,,,general; overall; to sum up; in every case; always; invariably
泡,浸す/(お茶を)いれる,ㄆㄠˋ,pào,動詞,4,common,ai,word,,,puffed; swollen; spongy; small lake (esp. in place names); classifier for urine or feces ‖ bubble; foam
且,かつ/しかも,ㄑㄧㄝˇ,qiě,接続詞,4,common,ai,word,,,and; moreover; yet
比方,例え,ㄅㄧˇ ㄈㄤ,bǐfāng,名詞,4,common,ai,word,,,analogy; instance; for instance
比方說,例えば,ㄅㄧˇ ㄈㄤ ㄕㄨ ˙ㄛ,bǐfāngshūo,状態動詞,4,common,ai,word,,,for example; for instance
傳,伝える/送信する,ㄔㄨㄢˊ,chuán,動詞,4,common,ai,word,,,to pass on; to spread; to transmit ‖ biography
另,別の/ほかに,ㄌㄧㄥˋ,lìng,限定詞,4,common,ai,word,,,other; another; separate
另外,別に/そのほかに,ㄌㄧㄥˋ ㄨㄞˋ,lìngwài,接続詞/限定詞,4,common,ai,word,,,additional; in addition; besides
左右,〜くらい/前後,ㄗㄨㄛˇ ㄧㄡˋ,zuǒyòu,名詞/動詞,4,common,ai,word,,,left and right; nearby; approximately
當,〜になる/担当する,ㄉㄤ,dāng,介詞(前置詞),4,common,ai,word,,,to be; to act as; manage ‖ at or in the very same...
類,〜種類(分類),ㄌㄟˋ,lèi,量詞,4,common,ai,word,,,kind; type; class; category; (classifier) kind; type; (bound form) to resemble; to be similar to
樣,〜種類/様子,ㄧㄤˋ,yàng,量詞,4,common,ai,word,,,manner; pattern; way
哎,,ㄞ,āi,助詞,5,common,ai,word,,,hey!; (interjection used to attract attention or to express surprise or disapprobation)
唉,,ㄞ,āi,助詞,5,common,ai,word,,,"interjection or grunt of agreement or recognition (e.g. yes, it's me!); to sigh ‖ alas"
愛,,ㄞˋ,ài,名詞,5,common,ai,word,,,to love; to be fond of; to like; affection; to be inclined (to do sth); to tend to (happen)
愛情,,ㄞˋ ㄑㄧㄥˊ,àiqíng,名詞,5,common,ai,word,,,romance; love (romantic); CL:份[fen4]
愛惜,,ㄞˋ ㄒㄧˊ,àixí,状態動詞,5,common,ai,word,,,to cherish; to treasure; to use sparingly
愛心,,ㄞˋ ㄒㄧㄣ,àixīn,名詞,5,common,ai,word,,,compassion; kindness; care for others
按,,ㄢˋ,àn,介詞(前置詞),5,common,ai,word,,,to press; to push; to leave aside or shelve
安定,,ㄢ ㄉㄧㄥˋ,āndìng,状態動詞(形容詞),5,common,ai,word,,,stable; calm; settled; to stabilize; Valium; diazepam
安靜,,ㄢ ㄐㄧㄥˋ,ānjìng,状態動詞(形容詞),5,common,ai,word,,,quiet; peaceful; calm
安排,,ㄢ ㄆㄞˊ,ānpái,名詞/動詞,5,common,ai,word,,,to arrange; to plan; to set up
安心,,ㄢ ㄒㄧㄣ,ānxīn,状態動詞(形容詞),5,common,ai,word,,,at ease; to feel relieved; to set one's mind at rest
按照,,ㄢˋ ㄓㄠˋ,ànzhào,介詞(前置詞),5,common,ai,word,,,according to; in accordance with; in the light of
把,,ㄅㄚˇ,bǎ,量詞,5,common,ai,word,,,to hold; to grasp; to hold a baby in position to help it urinate or defecate; handlebar ‖ handle
白,,ㄅㄞˊ,bái,状態動詞(形容詞),5,common,ai,word,,,white; snowy; pure
白菜,,ㄅㄞˊ ㄘㄞˋ,báicài,名詞,5,common,ai,word,,,"Chinese cabbage, esp. napa cabbage (Brassica rapa subsp. pekinensis); sometimes used to refer to bok choy (Brassica rapa"
擺,,ㄅㄞˇ,bǎi,動詞,5,common,ai,word,,,to arrange; to exhibit; to move to and fro
榜樣,,ㄅㄤˇ ㄧㄤˋ,bǎngyàng,名詞,5,common,ai,word,,,model; example (for people to follow); (in reference to a person) role model
班機,,ㄅㄢ ㄐㄧ,bānjī,名詞,5,common,ai,word,,,"airliner; (regular) flight (CL:趟[tang4],次[ci4],班[ban1])"
辦理,,ㄅㄢˋ ㄌㄧˇ,bànlǐ,動詞,5,common,ai,word,,,to handle; to transact; to conduct
半天,,ㄅㄢˋ ㄊㄧㄢ,bàntiān,名詞,5,common,ai,word,,,half of the day; a long time; quite a while
包,,ㄅㄠ,bāo,動詞,5,common,ai,word,,,to cover; to wrap; to hold
包含,,ㄅㄠ ㄏㄢˊ,bāohán,状態動詞,5,common,ai,word,,,to contain; to embody; to include
寶貝,,ㄅㄠˇ ㄅㄟˋ,bǎobèi,名詞,5,common,ai,word,,,treasured object; treasure; darling
寶貴,,ㄅㄠˇ ㄍㄨㄟˋ,bǎoguì,状態動詞(形容詞),5,common,ai,word,,,valuable; precious; to value
保守,,ㄅㄠˇ ㄕㄡˇ,bǎoshǒu,状態動詞(形容詞),5,common,ai,word,,,conservative; to guard; to keep
保養,,ㄅㄠˇ ㄧㄤˇ,bǎoyǎng,動詞,5,common,ai,word,,,to take good care of (or conserve) one's health; to keep in good repair; to maintain
保證,,ㄅㄠˇ ㄓㄥˋ,bǎozhèng,名詞/動詞,5,common,ai,word,,原表記: 保證/証,guarantee; to guarantee; to ensure
抱,,ㄅㄠˋ,bào,動詞,5,common,ai,word,,,to hold; to carry (in one's arms); to hug
抱怨,,ㄅㄠˋ ㄩㄢˋ,bàoyuàn,動詞,5,common,ai,word,,,to complain; to grumble; to harbor a complaint
報名,,ㄅㄠˋ ㄇㄧㄥˊ,bàomíng,離合動詞,5,common,ai,word,,,to sign up; to enter one's name; to apply
把握,,ㄅㄚˇ ㄨㄛˋ,bǎwò,動詞,5,common,ai,word,,,to grasp (also fig.); to seize; to hold
北方,,ㄅㄟˇ ㄈㄤ,běifāng,名詞,5,common,ai,word,,,north; the northern part a country; China north of the Yellow River
被動,,ㄅㄟˋ ㄉㄨㄥˋ,bèidòng,状態動詞(形容詞),5,common,ai,word,,,passive
背後,,ㄅㄟˋ ㄏㄡˋ,bèihòu,名詞,5,common,ai,word,,,behind; at the back; in the rear
背景,,ㄅㄟˋ ㄐㄧㄥˇ,bèijǐng,名詞,5,common,ai,word,,,background; backdrop; context; (fig.) powerful backer; CL:種|种[zhong3]
輩子,,ㄅㄟˋ ˙ㄗ,bèizi,名詞,5,common,ai,word,,,all one's life; lifetime
本,,ㄅㄣˇ,běn,限定詞,5,common,ai,word,,,(bound form) root; stem; (bound form) origin; source; (bound form) one's own; this
本人,,ㄅㄣˇ ㄖㄣˊ,běnrén,名詞,5,common,ai,word,,,I; me; myself; oneself; yourself; himself; herself; the person concerned
逼,,ㄅㄧ,bī,動詞,5,common,ai,word,,,to force (sb to do sth); to compel; to press for
筆,,ㄅㄧˇ,bǐ,量詞,5,common,ai,word,,,pen; pencil; writing brush
比,,ㄅㄧˇ,bǐ,動詞,5,common,ai,word,,,Belgium; Belgian; abbr. for 比利時|比利时[Bi3 li4 shi2] ‖ euphemistic variant of 屄[bi1]
鞭炮,,ㄅㄧㄢ ㄆㄠˋ,biānpào,名詞,5,common,ai,word,,,firecrackers; string of small firecrackers; CL:枚[mei2]
變,,ㄅㄧㄢˋ,biàn,変化動詞,5,common,ai,word,,,to change; to become different; to transform
變成,,ㄅㄧㄢˋ ㄔㄥˊ,biànchéng,変化動詞,5,common,ai,word,,,to change into; to turn into; to become
變更,,ㄅㄧㄢˋ ㄍㄥ,biàngēng,動詞,5,common,ai,word,,,to change; to alter; to modify
變化,,ㄅㄧㄢˋ ㄏㄨㄚˋ,biànhuà,名詞/状態動詞(形容詞),5,common,ai,word,,,(intransitive) to change; to vary; change; variation (CL:個|个[ge4])
便條,,ㄅㄧㄢˋ ㄊㄧㄠˊ,biàntiáo,名詞,5,common,ai,word,,,"(informal) note; CL:張|张[zhang1],個|个[ge4]"
表達,,ㄅㄧㄠˇ ㄉㄚˊ,biǎodá,動詞,5,common,ai,word,,,to express; to convey
表面,,ㄅㄧㄠˇ ㄇㄧㄢˋ,biǎomiàn,名詞,5,common,ai,word,,,surface; face; outside
表示,,ㄅㄧㄠˇ ㄕˋ,biǎoshì,動詞,5,common,ai,word,,,(of sb) to express; to state; to show; (of sth) to indicate; to signify; to show; expression; manifestation
表現,,ㄅㄧㄠˇ ㄒㄧㄢˋ,biǎoxiàn,名詞/動詞,5,common,ai,word,,,to show; to show off; to display
表演,,ㄅㄧㄠˇ ㄧㄢˇ,biǎoyǎn,動詞/名詞,5,common,ai,word,,,play; show; performance
畢竟,,ㄅㄧˋ ㄐㄧㄥˋ,bìjìng,副詞,5,common,ai,word,,,after all; all in all; when all is said and done
避免,,ㄅㄧˋ ㄇㄧㄢˇ,bìmiǎn,動詞,5,common,ai,word,,,to avert; to prevent; to avoid
餅,,ㄅㄧㄥˇ,bǐng,名詞,5,common,ai,word,,,round flat cake; cookie; cake
病,,ㄅㄧㄥˋ,bìng,変化動詞,5,common,ai,word,,,illness; CL:場|场[chang2]; disease
比如,,ㄅㄧˇ ㄖㄨˊ,bǐrú/bǐrúshuō,介詞(前置詞),5,common,ai,word,,原表記: 比如/比如說,for example; for instance; such as
必要,,ㄅㄧˋ ㄧㄠˋ,bìyào,状態動詞(形容詞),5,common,ai,word,,,necessary; essential; indispensable
播,,ㄅㄛˋ,bò,動詞,5,common,ai,word,,,"(bound form) to sow (seeds); to spread (ideas, rumors etc); to broadcast (radio signals etc); Taiwan pr. [bo4]"
博士,,ㄅㄛˊ ㄕˋ,bóshì,名詞,5,common,ai,word,,,doctor (as an academic degree); (old) person specialized in a skill or trade; (old) court academician
博物館,,ㄅㄛˊ ㄨˋ ㄍㄨㄢˇ,bówùguǎn,名詞,5,common,ai,word,,,museum
布,,ㄅㄨˋ,bù,名詞,5,common,ai,word,,,cloth; to declare; to announce
不見,,ㄅㄨˋ ㄐㄧㄢˋ(ㄌㄜ˙),bùjiàn(le),変化動詞,5,common,ai,word,,原表記: 不見(了),not to see; not to meet; to have disappeared
不得不,,ㄅㄨˋ ㄉㄜˊ ㄅㄨˋ,bùdébù,副詞,5,common,ai,word,,,have no choice or option but to; cannot but; have to
不斷,,ㄅㄨˋ ㄉㄨㄢˋ,bùduàn,副詞/状態動詞(形容詞),5,common,ai,word,,,unceasing; uninterrupted; continuous
不論,,ㄅㄨˋ ㄌㄨㄣˋ,bùlùn,接続詞,5,common,ai,word,,,"whatever; no matter what (who, how etc); regardless of"
不滿,,ㄅㄨˋ ㄇㄢˇ,bùmǎn,状態動詞(形容詞),5,common,ai,word,,,resentful; discontented; dissatisfied
部門,,ㄅㄨˋ ㄇㄣˊ,bùmén,名詞,5,common,ai,word,,,department; branch; section
不如,,ㄅㄨˋ ㄖㄨˊ,bùrú,conj,5,common,ai,word,,,not equal to; not as good as; inferior to; it would be better to
不少,,ㄅㄨˋ ㄕㄠˇ,bùshǎo,限定詞/状態動詞(形容詞),5,common,ai,word,,,many; a lot; not few
不幸,,ㄅㄨˋ ㄒㄧㄥˋ,bùxìng,状態動詞(形容詞),5,common,ai,word,,,misfortune; adversity; unfortunate
不用說,,ㄅㄨˋ ㄩㄥˋ ㄕㄨㄛ,bùyòngshuō,接続詞,5,common,ai,word,,,needless to say; it goes without saying
不足,,ㄅㄨˋ ㄗㄨˊ,bùzú,状態動詞(形容詞),5,common,ai,word,,,insufficient; lacking; deficiency
擦,,ㄘㄚ,cā,動詞,5,common,ai,word,,,"to rub; to scratch; to wipe; to polish; to apply (lipstick, lotion etc)"
猜,,ㄘㄞ,cāi,動詞,5,common,ai,word,,,to guess
材料,,ㄘㄞˊ ㄌㄧㄠˋ,cáiliào,名詞,5,common,ai,word,,,(raw) material; data; (fig.) person who has the potential to do the job
採用,,ㄘㄞˇ ㄩㄥˋ,cǎiyòng,動詞,5,common,ai,word,,,to adopt; to employ; to use
餐,,ㄘㄢ,cān,量詞,5,common,ai,word,,,meal; to eat; classifier for meals
參考,,ㄘㄢ ㄎㄠˇ,cānkǎo,動詞,5,common,ai,word,,,consultation; reference; to consult
草地,,ㄘㄠˇ ㄉㄧˋ,cǎodì,名詞,5,common,ai,word,,,lawn; meadow; sod
草原,,ㄘㄠˇ ㄩㄢˊ,cǎoyuán,名詞,5,common,ai,word,,,grassland; prairie; CL:片[pian4]
曾,,ㄘㄥˊ,céng,副詞,5,common,ai,word,,,"once; already; ever (in the past) ‖ great- (grandfather, grandchild etc)"
曾經,,ㄘㄥˊ ㄐㄧㄥ,céngjīng,副詞,5,common,ai,word,,,once; already; former
差點,,ㄔㄚ ㄉㄧㄢˇ,chādiǎn/chādiǎnr/chāyīdiǎnr,副詞,5,common,ai,word,,原表記: 差點/差點兒/差一點兒,almost; nearly
差別,,ㄔㄚ ㄅㄧㄝˊ,chābié,名詞,5,common,ai,word,,,difference; distinction; disparity
嘗試,,ㄔㄤˊ ㄕˋ,chángshì,動詞,5,common,ai,word,,原表記: 嘗試/嚐試,to try; to attempt; CL:次[ci4]
產品,,ㄔㄢˇ ㄆㄧㄣˇ,chǎnpǐn,名詞,5,common,ai,word,,,goods; merchandise; product
產生,,ㄔㄢˇ ㄕㄥ,chǎnshēng,変化動詞,5,common,ai,word,,,to arise; to come into being; to come about; to give rise to; to bring into being; to bring about; to produce; to engend
超過,,ㄔㄠ ㄍㄨㄛˋ,chāoguò,変化動詞,5,common,ai,word,,,to surpass; to exceed; to outstrip
超級,,ㄔㄠ ㄐㄧˊ,chāojí,状態動詞(連体用),5,common,ai,word,,,super-; ultra-; hyper-
吵架,,ㄔㄠˇ ㄐㄧㄚˋ,chǎojià,離合動詞,5,common,ai,word,,,to quarrel; to have a row; quarrel
差異,,ㄔㄚ ㄧˋ,chāyì,名詞,5,common,ai,word,,,difference; discrepancy
車禍,,ㄔㄜ ㄏㄨㄛˋ,chēhuò,名詞,5,common,ai,word,,,traffic accident; car crash; CL:起[qi3]
趁,,ㄔㄣˋ,chèn,介詞(前置詞),5,common,ai,word,,,to avail oneself of; to take advantage of
襯衫,,ㄔㄣˋ ㄕㄢ,chènshān,名詞,5,common,ai,word,,,shirt; blouse; CL:件[jian4]
成,,ㄔㄥˊ,chéng,変化動詞,5,common,ai,word,,,to succeed; to finish; to complete
成果,,ㄔㄥˊ ㄍㄨㄛˇ,chéngguǒ,名詞,5,common,ai,word,,,result; achievement; gain
成就,,ㄔㄥˊ ㄐㄧㄡˋ,chéngjiù,名詞,5,common,ai,word,,,accomplishment; success; achievement
承認,,ㄔㄥˊ ㄖㄣˋ,chéngrèn,動詞,5,common,ai,word,,,to admit; to concede; to recognize
誠實,,ㄔㄥˊ ㄕˊ,chéngshí,状態動詞(形容詞),5,common,ai,word,,,honest
成熟,,ㄔㄥˊ ㄕㄡˊ,chéngshóu,状態動詞(形容詞),5,common,ai,word,,,mature; ripe; to mature; to ripen; Taiwan pr. [cheng2shou2]
成長,,ㄔㄥˊ ㄓㄤˇ,chéngzhǎng,状態動詞(形容詞),5,common,ai,word,,,to mature; to grow; growth
尺,,ㄔˇ,chǐ,量詞,5,common,ai,word,,,"one of the characters used to represent a musical note in gongche notation, 工尺譜|工尺谱[gong1 che3 pu3] ‖ a Chinese foot"
吃喝玩樂,,ㄔ ㄏㄜ ㄨㄢˊ ㄌㄜˋ,chīhēwánlè,自動詞,5,common,ai,word,,,
蟲,,ㄔㄨㄥˊ(ㄗ˙),chóng(zi),名詞,5,common,ai,word,,原表記: 蟲(子),"lower form of animal life, including insects, insect larvae, worms and similar creatures; CL:條|条[tiao2],隻|只[zhi1]; (fig."
充實,,ㄔㄨㄥ ㄕˊ,chōngshí,状態動詞(形容詞),5,common,ai,word,,,rich; full; substantial
重新,,ㄔㄨㄥˊ ㄒㄧㄣ,chóngxīn,副詞,5,common,ai,word,,,again; once more; re-
醜,,ㄔㄡˇ,chǒu,状態動詞(形容詞),5,common,ai,word,,,shameful; ugly; disgraceful
抽,,ㄔㄡ,chōu,動詞,5,common,ai,word,,,to draw out; to pull out from in between; to remove part of the whole
初,,ㄔㄨ,chū,名詞,5,common,ai,word,,,at first; (at the) beginning; first
串,,ㄔㄨㄢˋ,chuàn,量詞,5,common,ai,word,,,to string together; to skewer; to connect wrongly
創造,,ㄔㄨㄤˋ ㄗㄠˋ,chuàngzào,動詞,5,common,ai,word,,,to create; to bring about; to produce
出版,,ㄔㄨ ㄅㄢˇ,chūbǎn,動詞,5,common,ai,word,,,to publish
出差,,ㄔㄨ ㄔㄞ,chūchāi,離合動詞,5,common,ai,word,,,to go on an official or business trip
出發,,ㄔㄨ ㄈㄚ,chūfā,変化動詞,5,common,ai,word,,,to set off; to start (on a journey)
出現,,ㄔㄨ ㄒㄧㄢˋ,chūxiàn,変化動詞,5,common,ai,word,,,to appear; to arise; to emerge
出租,,ㄔㄨ ㄗㄨ,chūzū,動詞,5,common,ai,word,,,to rent
處理,,ㄔㄨˇ ㄌㄧˇ,chǔlǐ,動詞,5,common,ai,word,,,to handle; to deal with; to punish; to treat sth by a special process; to process
廚師,,ㄔㄨˊ ㄕ,chúshī,名詞,5,common,ai,word,,,cook; chef
吹,,ㄔㄨㄟ,chuī,動詞,5,common,ai,word,,,to blow; to play a wind instrument; to blast
此,,ㄘˇ,cǐ,限定詞,5,common,ai,word,,,this; these
刺激,,ㄘˋ ㄐㄧ,cìjī,名詞/状態動詞(形容詞),5,common,ai,word,,,to provoke; to irritate; to upset; to stimulate; to excite; irritant
從不,,ㄘㄨㄥˊ ㄅㄨˋ,cóngbù,副詞,5,common,ai,word,,,never
從小,,ㄘㄨㄥˊ ㄒㄧㄠˇ,cóngxiǎo,副詞,5,common,ai,word,,,from childhood; from a young age
醋,,ㄘㄨˋ,cù,名詞,5,common,ai,word,,,vinegar; jealousy (in love rivalry)
寸,,ㄘㄨㄣˋ,cùn,量詞,5,common,ai,word,,,a unit of length; inch; thumb
存在,,ㄘㄨㄣˊ ㄗㄞˋ,cúnzài,自動詞,5,common,ai,word,,,to exist; to be; existence
錯,,ㄘㄨㄛˋ,cuò,名詞,5,common,ai,word,,,mistake; wrong; bad
錯誤,,ㄘㄨㄛˋ ㄨˋ,cuòwù,名詞,5,common,ai,word,,,mistaken; false; wrong; error; mistake; CL:個|个[ge4]
挫折,,ㄘㄨㄛˋ ㄓㄜˊ,cuòzhé,名詞,5,common,ai,word,,,setback; reverse; check
達成,,ㄉㄚˊ ㄔㄥˊ,dáchéng,変化動詞,5,common,ai,word,,,to reach (an agreement); to accomplish
打架,,ㄉㄚˇ ㄐㄧㄚˋ,dǎjià,離合動詞,5,common,ai,word,,,to fight; to scuffle; to come to blows
大多數,,ㄉㄚˋ ㄉㄨㄛ ㄕㄨˋ,dàduōshù,限定詞,5,common,ai,word,,,(great) majority
大方,,ㄉㄚˋ ㄈㄤ,dàfāng,状態動詞(形容詞),5,common,ai,word,,,expert; scholar; mother earth ‖ generous
大會,,ㄉㄚˋ ㄏㄨㄟˋ,dàhuì,名詞,5,common,ai,word,,,general assembly; general meeting; convention
代表,,ㄉㄞˋ ㄅㄧㄠˇ,dàibiǎo,名詞/動詞,5,common,ai,word,,,"representative; delegate; CL:位[wei4],個|个[ge4],名[ming2]"
代替,,ㄉㄞˋ ㄊㄧˋ,dàitì,動詞,5,common,ai,word,,,to replace; to take the place of
帶領,,ㄉㄞˋ ㄌㄧㄥˇ,dàilǐng,動詞,5,common,ai,word,,,to guide; to lead
單純,,ㄉㄢ ㄔㄨㄣˊ,dānchún,状態動詞(形容詞),5,common,ai,word,,,simple; pure; unsophisticated
淡,,ㄉㄢˋ,dàn,状態動詞(形容詞),5,common,ai,word,,,insipid; diluted; weak
當場,,ㄉㄤ ㄔㄤˇ,dāngchǎng,副詞,5,common,ai,word,,,at the scene; on the spot
當地,,ㄉㄤ ㄉㄧˋ,dāngdì,名詞,5,common,ai,word,,,local
當面,,ㄉㄤ ㄇㄧㄢˋ,dāngmiàn,副詞,5,common,ai,word,,,to sb's face; in sb's presence
當年,,ㄉㄤ ㄋㄧㄢˊ,dāngnián,名詞,5,common,ai,word,,,in those days; back then; in those years; to be in the prime of life ‖ that very same year
當天,,ㄉㄤˋ ㄊㄧㄢ,dàngtiān,名詞,5,common,ai,word,,,on that day ‖ the same day
當作,,ㄉㄤˋ ㄗㄨㄛˋ,dàngzuò,状態動詞,5,common,ai,word,,原表記: 當作/當做,to treat as; to regard as
擔任,,ㄉㄢ ㄖㄣˋ,dānrèn,動詞,5,common,ai,word,,,to hold a governmental office or post; to assume office of; to take charge of
單身,,ㄉㄢ ㄕㄣ,dānshēn,状態動詞(形容詞),5,common,ai,word,,,unmarried; single; alone
島,,ㄉㄠˇ,dǎo,名詞,5,common,ai,word,,,"island; CL:個|个[ge4],座[zuo4]"
倒,,ㄉㄠˇ,dǎo,動詞,5,common,ai,word,,,to fall; to collapse; to lie horizontally; to fail; to go bankrupt; to overthrow ‖ to invert; to place upside down or front
導演,,ㄉㄠˇ ㄧㄢˇ,dǎoyǎn,名詞,5,common,ai,word,,,to direct; director (film etc)
到,,ㄉㄠˋ,dào,接続詞/介詞(前置詞),5,common,ai,word,,,to reach; to arrive; to leave for; to go to; to (a place); until (a time); up to (a point)
到底,,ㄉㄠˋ ㄉㄧˇ,dàodǐ,副詞/状態動詞(述語用),5,common,ai,word,,,finally; in the end; when all is said and done
倒是,,ㄉㄠˋ ㄕˋ,dàoshì,副詞,5,common,ai,word,,,contrary to what one might expect; actually; contrariwise
道德,,ㄉㄠˋ ㄉㄜˊ,dàodé,名詞,5,common,ai,word,,,virtue; morality; ethics
道教,,ㄉㄠˋ ㄐㄧㄠˋ,dàojiào,名詞,5,common,ai,word,,,Taoism; Daoism (Chinese system of beliefs)
道理,,ㄉㄠˋ ㄌㄧˇ,dàolǐ,名詞,5,common,ai,word,,,reason; argument; sense
道歉,,ㄉㄠˋ ㄑㄧㄢˋ,dàoqiàn,離合動詞,5,common,ai,word,,,to apologize
答應,,ㄉㄚ ㄧㄥˋ,dāyìng,動詞,5,common,ai,word,,,to answer; to respond; to answer positively; to agree; to accept; to promise
打掃,,ㄉㄚˇ ㄙㄠˇ,dǎsǎo,動詞,5,common,ai,word,,,to clean; to sweep
打聽,,ㄉㄚˇ ㄊㄧㄥ,dǎtīng,動詞,5,common,ai,word,,,to ask about; to make some inquiries; to ask around
大小,,ㄉㄚˋ ㄒㄧㄠˇ,dàxiǎo,名詞,5,common,ai,word,,,large and small; size; adults and children
大約,,ㄉㄚˋ ㄩㄝ,dàyuē,副詞,5,common,ai,word,,,approximately; probably
打仗,,ㄉㄚˇ ㄓㄤˋ,dǎzhàng,離合動詞,5,common,ai,word,,,to fight a battle; to go to war
得,,ㄉㄜˊ,dé,助動詞,5,common,ai,word,,,to obtain; to get; to gain ‖ structural particle: used after a verb (
得意,,ㄉㄜˊ ㄧˋ,déyì,状態動詞(形容詞),5,common,ai,word,,,proud of oneself; pleased with oneself; complacent
等待,,ㄉㄥˇ ㄉㄞˋ,děngdài,動詞,5,common,ai,word,,,to wait; to wait for
燈光,,ㄉㄥ ㄍㄨㄤ,dēngguāng,名詞,5,common,ai,word,,,(stage) lighting; light
敵人,,ㄉㄧˊ ㄖㄣˊ,dírén,名詞,5,common,ai,word,,,enemy; CL:個|个[ge4]
抵達,,ㄉㄧˇ ㄉㄚˊ,dǐdá,動詞,5,common,ai,word,,,to arrive; to reach (a destination)
地板,,ㄉㄧˋ ㄅㄢˇ,dìbǎn,名詞,5,common,ai,word,,,floor
地帶,,ㄉㄧˋ ㄉㄞˋ,dìdài,名詞,5,common,ai,word,,,zone; CL:個|个[ge4]
地理,,ㄉㄧˋ ㄌㄧˇ,dìlǐ,名詞,5,common,ai,word,,,geography
地球,,ㄉㄧˋ ㄑㄧㄡˊ,dìqiú,名詞,5,common,ai,word,,,the earth
地區,,ㄉㄧˋ ㄑㄩ,dìqū,名詞,5,common,ai,word,,,local; regional; district (not necessarily formal administrative unit)
地攤,,ㄉㄧˋ ㄊㄢ,dìtān,名詞,5,common,ai,word,,,roadside stall
地位,,ㄉㄧˋ ㄨㄟˋ,dìwèi,名詞,5,common,ai,word,,,position; status; place
地下,,ㄉㄧˋ ㄒㄧㄚˋ,dìxià,名詞,5,common,ai,word,,,underground; subterranean; covert
